Season,Name,Team,BABIP,PA,GB,LD,FB,IFFB,GB/FB,HR/FB,O-Swing (pfx),Z-Swing (pfx),Swing (pfx),O-Contact (pfx),Z-Contact (pfx),Contact (pfx),Zone (pfx),playerid
2008,J.D. Drew,Red Sox,.307,456,42.0 ,18.4 ,39.6 ,3.4 ,1.06,16.4 ,18.0 ,56.4 ,36.9 ,55.6 ,89.7 ,81.2 ,49.2 ,1152
2008,Mike Napoli,Angels,.294,274,30.9 ,16.7 ,52.5 ,10.6 ,0.59,23.5 ,21.9 ,61.7 ,41.5 ,60.8 ,77.4 ,72.9 ,49.2 ,3057
2006,Chris Duncan,Cardinals,.314,314,43.7 ,21.1 ,35.2 ,8.0 ,1.24,29.3 , , , , , , , ,2722
2005,Morgan Ensberg,Astros,.301,624,37.4 ,17.2 ,45.4 ,12.8 ,0.82,19.3 , , , , , , , ,556
2009,Pablo Sandoval,Giants,.350,633,44.9 ,18.6 ,36.5 ,7.9 ,1.23,14.0 ,42.2 ,79.4 ,56.6 ,77.9 ,87.1 ,82.9 ,38.7 ,5409
2005,Miguel Cabrera,Marlins,.358,685,38.3 ,24.5 ,37.2 ,8.7 ,1.03,17.9 , , , , , , , ,1744
2005,Ken Griffey Jr.,Reds,.305,555,34.2 ,21.5 ,44.3 ,8.4 ,0.77,19.6 , , , , , , , ,327
2005,Lance Berkman,Astros,.302,565,45.5 ,22.9 ,31.7 ,8.7 ,1.44,19.0 , , , , , , , ,548
2007,Adam Dunn,Reds,.305,632,34.6 ,18.8 ,46.5 ,10.7 ,0.74,23.8 ,25.8 ,63.0 ,42.1 ,55.9 ,81.9 ,73.0 ,43.9 ,319
2009,Manny Ramirez,Dodgers,.328,431,32.7 ,25.4 ,41.9 ,7.9 ,0.78,16.7 ,20.5 ,61.9 ,40.0 ,70.4 ,83.4 ,79.9 ,47.1 ,210
2012,Prince Fielder,Tigers,.321,690,41.3 ,25.4 ,33.3 ,11.3 ,1.24,17.9 ,26.2 ,62.8 ,42.9 ,65.8 ,88.1 ,80.6 ,45.5 ,4613
2002,Gary Sheffield,Braves,.301,579,41.8 ,18.1 ,40.2 ,14.6 ,1.04,14.0 , , , , , , , ,114
2006,Josh Bard,- - -,.370,284,52.2 ,20.6 ,27.3 ,1.8 ,1.91,15.8 , , , , , , , ,1578
2004,Aramis Ramirez,Cubs,.303,606,33.7 ,23.0 ,43.3 ,11.7 ,0.78,16.9 , , , , , , , ,1002
2012,Carlos Ruiz,Phillies,.339,421,43.4 ,24.0 ,32.6 ,5.7 ,1.33,15.1 ,28.0 ,64.3 ,46.1 ,69.1 ,94.2 ,86.6 ,49.8 ,2579
2010,Matt Holliday,Cardinals,.331,675,42.0 ,17.0 ,41.0 ,10.6 ,1.02,13.5 ,27.8 ,70.3 ,46.9 ,63.0 ,87.8 ,79.7 ,45.0 ,1873
2002,Jeff Kent,Giants,.324,682,35.2 ,23.0 ,41.7 ,6.4 ,0.84,16.9 , , , , , , , ,1119
2007,Ryan Howard,Phillies,.328,648,31.5 ,24.3 ,44.2 ,2.7 ,0.71,31.5 ,29.8 ,66.8 ,43.8 ,46.7 ,81.7 ,66.9 ,37.9 ,2154
2003,Jorge Posada,Yankees,.304,588,42.5 ,21.4 ,36.1 ,9.6 ,1.18,22.2 , , , , , , , ,841
2003,Lance Berkman,Astros,.319,658,41.2 ,20.8 ,38.0 ,15.9 ,1.09,15.2 , , , , , , , ,548
2007,Jack Cust,Athletics,.355,507,42.2 ,23.2 ,34.6 ,3.7 ,1.22,31.7 ,13.0 ,57.3 ,34.5 ,44.4 ,71.7 ,66.4 ,48.5 ,1564
2005,Vladimir Guerrero,Angels,.299,594,43.2 ,18.2 ,38.6 ,11.4 ,1.12,17.4 , , , , , , , ,778
2003,Milton Bradley,Indians,.371,451,40.0 ,28.9 ,31.1 ,9.5 ,1.28,10.5 , , , , , , , ,369
2005,Moises Alou,Giants,.320,490,41.5 ,20.9 ,37.6 ,12.3 ,1.10,13.0 , , , , , , , ,261
2007,Vladimir Guerrero,Angels,.324,660,48.5 ,15.6 ,35.9 ,9.7 ,1.35,14.5 ,40.1 ,75.6 ,52.1 ,72.5 ,86.9 ,79.6 ,33.7 ,778
2008,David Wright,Mets,.321,736,36.2 ,25.6 ,38.2 ,7.6 ,0.95,16.7 ,25.2 ,65.5 ,44.5 ,69.3 ,89.4 ,83.5 ,47.9 ,3787
2012,Edwin Encarnacion,Blue Jays,.266,644,33.0 ,17.6 ,49.5 ,12.0 ,0.67,18.7 ,21.1 ,59.8 ,40.4 ,68.4 ,87.0 ,82.1 ,49.7 ,2151
2002,Bernie Williams,Yankees,.372,699,50.2 ,24.2 ,25.6 ,5.3 ,1.96,14.4 , , , , , , , ,857
2003,Magglio Ordonez,White Sox,.321,674,42.1 ,22.3 ,35.6 ,16.2 ,1.18,15.2 , , , , , , , ,248
2002,Josh Phelps,Blue Jays,.399,287,37.7 ,24.6 ,37.7 ,8.7 ,1.00,21.7 , , , , , , , ,1318
2009,Adam Lind,Blue Jays,.323,654,43.0 ,20.2 ,36.8 ,8.5 ,1.17,19.8 ,27.9 ,59.0 ,43.0 ,75.5 ,87.1 ,83.2 ,48.6 ,8027
2008,Carlos Lee,Astros,.299,481,35.2 ,21.2 ,43.6 ,8.8 ,0.81,16.4 ,34.3 ,64.7 ,48.4 ,79.2 ,92.0 ,87.1 ,46.4 ,243
2010,Jayson Werth,Phillies,.352,652,37.0 ,17.5 ,45.4 ,5.3 ,0.81,14.3 ,22.7 ,57.1 ,40.0 ,66.3 ,83.4 ,78.5 ,50.3 ,1327
2006,Joe Mauer,Twins,.364,608,49.4 ,24.9 ,25.8 ,1.7 ,1.92,10.8 , , , , , , , ,1857
2009,Adam Dunn,Nationals,.324,668,31.0 ,20.5 ,48.5 ,7.8 ,0.64,21.1 ,22.2 ,60.5 ,39.5 ,52.9 ,83.7 ,74.2 ,45.1 ,319
2009,Jason Bay,Red Sox,.315,638,33.2 ,17.7 ,49.1 ,10.9 ,0.68,19.7 ,21.7 ,59.0 ,40.0 ,52.5 ,80.0 ,72.4 ,49.0 ,1717
2009,Troy Tulowitzki,Rockies,.316,628,41.8 ,18.4 ,39.8 ,11.6 ,1.05,18.5 ,27.2 ,56.1 ,41.5 ,77.0 ,88.7 ,84.8 ,49.5 ,3531
2003,Luis Gonzalez,Diamondbacks,.307,679,39.6 ,21.0 ,39.4 ,14.3 ,1.00,12.8 , , , , , , , ,55
2011,Matt Holliday,Cardinals,.330,516,45.9 ,20.6 ,33.5 ,10.1 ,1.37,18.5 ,28.4 ,69.1 ,47.1 ,61.6 ,85.4 ,77.7 ,46.1 ,1873
2011,Allen Craig,Cardinals,.344,219,43.8 ,19.1 ,37.0 ,8.3 ,1.18,18.3 ,29.3 ,60.1 ,45.1 ,65.6 ,89.7 ,82.1 ,51.3 ,3433
2009,Chase Utley,Phillies,.300,687,34.0 ,18.5 ,47.5 ,7.2 ,0.71,14.0 ,21.6 ,52.7 ,36.2 ,68.7 ,91.9 ,84.6 ,47.1 ,1679
2008,Mike Fontenot,Cubs,.353,284,37.7 ,24.1 ,38.2 ,6.8 ,0.99,12.3 ,22.0 ,59.4 ,41.0 ,69.2 ,86.0 ,81.6 ,50.9 ,3912
2002,Jeff Bagwell,Astros,.322,691,36.0 ,23.3 ,40.7 ,7.7 ,0.89,16.9 , , , , , , , ,547
2009,J.D. Drew,Red Sox,.319,539,39.2 ,19.8 ,41.0 ,9.9 ,0.96,17.0 ,17.0 ,56.4 ,37.0 ,58.1 ,89.6 ,82.4 ,50.7 ,1152
2012,Robinson Cano,Yankees,.326,697,48.7 ,25.6 ,25.8 ,9.5 ,1.89,24.1 ,32.4 ,70.1 ,49.0 ,71.2 ,89.5 ,82.7 ,44.1 ,3269
2007,Derrek Lee,Cubs,.364,650,41.2 ,20.6 ,38.2 ,5.7 ,1.08,12.6 ,22.6 ,59.1 ,39.5 ,66.3 ,85.9 ,79.9 ,46.4 ,525
2003,Marcus Giles,Braves,.337,635,41.1 ,21.5 ,37.3 ,6.8 ,1.10,11.9 , , , , , , , ,89
2002,Austin Kearns,Reds,.370,435,46.4 ,22.9 ,30.7 ,13.3 ,1.51,14.4 , , , , , , , ,332
2006,Paul Konerko,White Sox,.326,643,32.9 ,24.6 ,42.5 ,8.5 ,0.78,17.5 , , , , , , , ,242
2002,Shawn Green,Dodgers,.286,685,50.7 ,18.7 ,30.5 ,5.5 ,1.66,29.0 , , , , , , , ,651
2004,Gary Sheffield,Yankees,.281,684,41.4 ,17.9 ,40.8 ,19.7 ,1.01,17.7 , , , , , , , ,114
2009,Todd Helton,Rockies,.348,645,39.7 ,24.7 ,35.6 ,5.3 ,1.12,8.8 ,23.7 ,59.3 ,40.7 ,85.4 ,91.4 ,89.6 ,47.7 ,432
2009,Garrett Jones,Pirates,.323,358,40.4 ,18.3 ,41.3 ,5.1 ,0.98,21.2 ,30.4 ,65.8 ,46.5 ,64.7 ,84.7 ,77.6 ,45.5 ,2714
2003,Jose Guillen,- - -,.331,535,44.6 ,23.3 ,32.1 ,13.6 ,1.39,24.8 , , , , , , , ,57
2011,Curtis Granderson,Yankees,.295,691,33.8 ,18.2 ,48.0 ,7.0 ,0.71,20.5 ,25.6 ,56.9 ,40.6 ,58.4 ,87.5 ,77.9 ,47.8 ,4747
2003,Nick Johnson,Yankees,.307,406,44.9 ,27.3 ,27.7 ,6.8 ,1.62,18.9 , , , , , , , ,828
2009,Carlos Beltran,Mets,.352,357,45.1 ,19.9 ,35.0 ,12.9 ,1.29,10.8 ,21.7 ,65.6 ,41.5 ,68.9 ,94.4 ,87.1 ,45.2 ,589
2002,Ryan Klesko,Padres,.310,625,39.1 ,22.1 ,38.9 ,12.9 ,1.01,16.3 , , , , , , , ,1041
2005,David Wright,Mets,.340,657,39.4 ,25.6 ,35.1 ,3.7 ,1.12,16.6 , , , , , , , ,3787
2003,Richie Sexson,Brewers,.289,718,46.7 ,19.8 ,33.5 ,7.1 ,1.40,29.2 , , , , , , , ,709
2009,Aramis Ramirez,Cubs,.331,342,34.6 ,21.3 ,44.1 ,12.9 ,0.78,12.9 ,33.2 ,71.9 ,51.1 ,69.2 ,88.4 ,81.7 ,46.2 ,1002
2007,Moises Alou,Mets,.344,360,41.5 ,20.3 ,38.2 ,5.2 ,1.09,11.3 ,16.5 ,68.9 ,39.5 ,64.0 ,91.5 ,85.1 ,43.9 ,261
2009,Ryan Howard,Phillies,.325,703,36.2 ,23.2 ,40.6 ,0.6 ,0.89,25.4 ,32.0 ,71.4 ,48.5 ,48.7 ,79.6 ,67.7 ,41.9 ,2154
2005,Brian Giles,Padres,.314,674,37.2 ,23.9 ,38.9 ,9.5 ,0.96,7.9 , , , , , , , ,990
2006,Jason Bay,Pirates,.330,689,40.4 ,15.6 ,44.0 ,3.8 ,0.92,18.8 , , , , , , , ,1717
2007,Pat Burrell,Phillies,.276,598,30.6 ,18.1 ,51.4 ,14.1 ,0.59,16.2 ,17.6 ,53.7 ,34.8 ,68.9 ,93.7 ,87.1 ,47.7 ,949
2006,Derek Jeter,Yankees,.391,715,59.4 ,22.3 ,18.3 ,2.1 ,3.25,14.7 , , , , , , , ,826
2007,Brad Hawpe,Rockies,.341,606,36.2 ,21.1 ,42.7 ,7.3 ,0.85,17.7 ,25.1 ,68.3 ,44.7 ,58.3 ,74.3 ,69.4 ,45.4 ,1885
2002,Matt Franco,Braves,.349,233,49.7 ,21.7 ,28.6 ,8.0 ,1.74,12.0 , , , , , , , ,1499
2008,Nick Markakis,Orioles,.350,697,46.0 ,21.1 ,32.9 ,6.3 ,1.40,12.6 ,23.0 ,59.4 ,40.6 ,76.1 ,88.6 ,84.9 ,48.2 ,5930
2005,Adam Dunn,Reds,.279,671,35.3 ,17.5 ,47.2 ,12.9 ,0.75,22.5 , , , , , , , ,319
2004,Erubiel Durazo,Athletics,.367,578,39.1 ,20.5 ,40.3 ,12.7 ,0.97,13.3 , , , , , , , ,1413
2007,James Loney,Dodgers,.350,375,42.1 ,21.5 ,36.4 ,13.0 ,1.16,13.9 ,32.1 ,62.2 ,46.4 ,77.1 ,92.3 ,86.8 ,47.5 ,4556
2006,Frank Thomas,Athletics,.247,559,23.5 ,19.2 ,57.3 ,15.2 ,0.41,17.4 , , , , , , , ,255
2005,Aramis Ramirez,Cubs,.291,506,38.5 ,20.5 ,41.0 ,10.8 ,0.94,18.7 , , , , , , , ,1002
2008,Chris Iannetta,Rockies,.311,407,37.9 ,21.4 ,40.7 ,10.1 ,0.93,18.2 ,18.5 ,67.0 ,43.6 ,47.3 ,80.6 ,73.8 ,51.8 ,8267
2003,Chipper Jones,Braves,.315,656,37.7 ,23.0 ,39.3 ,8.5 ,0.96,14.4 , , , , , , , ,97
2004,Hideki Matsui,Yankees,.314,680,40.9 ,19.1 ,39.9 ,5.2 ,1.03,16.0 , , , , , , , ,1659
2010,Robinson Cano,Yankees,.326,696,44.2 ,19.3 ,36.5 ,8.9 ,1.21,14.4 ,34.2 ,70.7 ,50.7 ,74.3 ,93.6 ,86.5 ,45.2 ,3269
2004,Carlos Guillen,Tigers,.348,583,41.0 ,22.2 ,36.8 ,6.2 ,1.11,12.4 , , , , , , , ,1079
2009,Matt Holliday,- - -,.341,670,44.4 ,16.4 ,39.2 ,11.5 ,1.13,12.6 ,31.0 ,69.2 ,48.2 ,63.6 ,87.9 ,79.3 ,45.0 ,1873
2006,Carlos Guillen,Tigers,.351,622,41.6 ,20.3 ,38.1 ,5.7 ,1.09,10.9 , , , , , , , ,1079
2010,Adrian Beltre,Red Sox,.331,641,40.5 ,19.1 ,40.5 ,10.6 ,1.00,13.5 ,36.6 ,67.2 ,51.2 ,72.2 ,89.1 ,82.8 ,47.8 ,639
2011,Carlos Beltran,- - -,.324,598,39.7 ,21.1 ,39.2 ,12.9 ,1.01,12.9 ,25.4 ,63.5 ,42.9 ,70.0 ,91.7 ,84.8 ,46.0 ,589
2012,Justin Ruggiano,Marlins,.401,320,41.2 ,20.6 ,38.2 ,5.1 ,1.08,16.7 ,25.8 ,69.8 ,47.9 ,50.9 ,79.5 ,71.8 ,50.2 ,7620
2007,Josh Hamilton,Reds,.315,337,45.1 ,21.7 ,33.2 ,1.3 ,1.36,24.4 ,32.5 ,73.3 ,51.9 ,61.7 ,87.9 ,79.3 ,47.5 ,1875
2011,Michael Morse,Nationals,.344,575,44.0 ,19.5 ,36.5 ,4.8 ,1.21,21.2 ,34.8 ,68.9 ,51.1 ,62.5 ,84.4 ,76.6 ,47.9 ,3035
2006,Justin Morneau,Twins,.328,661,35.9 ,23.5 ,40.6 ,9.2 ,0.88,16.4 , , , , , , , ,1737
2003,Morgan Ensberg,Astros,.289,441,38.2 ,20.5 ,41.3 ,13.5 ,0.92,18.8 , , , , , , , ,556
2002,Pat Burrell,Phillies,.318,684,32.3 ,22.3 ,45.3 ,11.6 ,0.71,18.6 , , , , , , , ,949
2010,Ryan Zimmerman,Nationals,.334,603,41.2 ,17.6 ,41.2 ,7.3 ,1.00,14.0 ,25.1 ,55.1 ,39.5 ,67.2 ,87.6 ,80.9 ,48.1 ,4220
2006,Esteban German,Royals,.388,331,58.0 ,18.3 ,23.7 ,3.8 ,2.45,5.7 , , , , , , , ,1449
2006,Alex Rodriguez,Yankees,.326,674,42.3 ,18.1 ,39.6 ,12.1 ,1.07,20.2 , , , , , , , ,1274
2003,Carlos Beltran,Royals,.318,602,46.5 ,20.8 ,32.7 ,5.5 ,1.42,17.9 , , , , , , , ,589
2011,Troy Tulowitzki,Rockies,.305,606,41.6 ,19.5 ,38.8 ,15.6 ,1.07,16.8 ,25.3 ,55.5 ,40.1 ,80.8 ,91.7 ,88.2 ,49.0 ,3531
2003,Ken Griffey Jr.,Reds,.255,201,36.9 ,24.6 ,38.5 ,14.9 ,0.96,27.7 , , , , , , , ,327
2004,Sean Casey,Reds,.311,633,42.3 ,24.0 ,33.6 ,9.9 ,1.26,13.2 , , , , , , , ,314
2005,Michael Young,Rangers,.354,732,45.2 ,25.7 ,29.1 ,8.3 ,1.55,14.2 , , , , , , , ,1286
2003,Larry Walker,Rockies,.321,564,50.0 ,20.9 ,29.1 ,11.2 ,1.72,15.0 , , , , , , , ,455
2005,Jim Edmonds,Cardinals,.310,567,34.7 ,18.7 ,46.6 ,9.2 ,0.74,19.1 , , , , , , , ,1153
2008,Chase Utley,Phillies,.301,707,33.3 ,24.3 ,42.4 ,11.6 ,0.79,15.3 ,28.4 ,57.8 ,43.0 ,72.3 ,91.7 ,85.2 ,49.7 ,1679
2005,Chase Utley,Phillies,.315,628,35.0 ,23.2 ,41.8 ,9.8 ,0.84,15.2 , , , , , , , ,1679
2007,Matt Stairs,Blue Jays,.301,405,39.9 ,17.7 ,42.3 ,7.3 ,0.94,16.9 ,24.1 ,62.2 ,43.1 ,62.7 ,87.4 ,80.4 ,49.7 ,1384
2004,Mark Teixeira,Rangers,.293,625,39.3 ,21.2 ,39.5 ,8.8 ,0.99,22.4 , , , , , , , ,1281
2003,Scott Rolen,Cardinals,.304,657,32.5 ,26.4 ,41.1 ,11.6 ,0.79,14.7 , , , , , , , ,970
2006,Chase Utley,Phillies,.343,739,37.0 ,19.5 ,43.5 ,14.0 ,0.85,14.0 , , , , , , , ,1679
2012,Adrian Beltre,Rangers,.319,654,39.0 ,21.1 ,39.9 ,10.4 ,0.98,17.0 ,37.3 ,66.2 ,51.0 ,73.6 ,89.3 ,83.3 ,47.5 ,639
2007,Curtis Granderson,Tigers,.360,676,34.2 ,21.0 ,44.8 ,7.1 ,0.76,10.9 ,24.9 ,58.8 ,41.5 ,57.7 ,89.0 ,79.4 ,49.0 ,4747
2006,Olmedo Saenz,Dodgers,.336,204,36.8 ,19.1 ,44.1 ,6.7 ,0.83,18.3 , , , , , , , ,937
2006,Bobby Abreu,- - -,.366,686,44.6 ,26.5 ,28.9 ,0.8 ,1.55,12.4 , , , , , , , ,945
2005,Richie Sexson,Mariners,.304,656,39.6 ,20.1 ,40.4 ,6.9 ,0.98,24.5 , , , , , , , ,709
2009,Lance Berkman,Astros,.296,563,42.9 ,18.0 ,39.1 ,7.7 ,1.10,17.5 ,21.0 ,63.7 ,40.3 ,60.7 ,88.4 ,80.5 ,45.1 ,548
2009,Brad Hawpe,Rockies,.356,588,43.2 ,20.3 ,36.5 ,1.5 ,1.18,17.6 ,24.8 ,69.3 ,46.2 ,60.7 ,76.5 ,72.1 ,48.1 ,1885
2004,Moises Alou,Cubs,.281,675,38.1 ,19.9 ,41.9 ,8.1 ,0.91,17.6 , , , , , , , ,261
2009,Kendrys Morales,Angels,.329,622,42.0 ,16.8 ,41.1 ,6.4 ,1.02,18.1 ,30.5 ,61.2 ,44.8 ,65.2 ,88.2 ,79.8 ,46.4 ,8610
2010,Geovany Soto,Cubs,.324,387,36.0 ,24.4 ,39.7 ,8.3 ,0.91,17.7 ,15.5 ,58.2 ,36.9 ,40.8 ,85.0 ,75.8 ,50.2 ,3707
2002,Cliff Floyd,- - -,.314,609,41.0 ,24.5 ,34.5 ,16.0 ,1.19,19.4 , , , , , , , ,518
2003,Edgar Martinez,Mariners,.317,603,41.3 ,23.2 ,35.5 ,6.2 ,1.17,16.6 , , , , , , , ,1086
2004,Troy Glaus,Angels,.246,242,38.5 ,16.7 ,44.9 ,11.4 ,0.86,25.7 , , , , , , , ,15
2005,Brian Roberts,Orioles,.341,640,35.4 ,27.4 ,37.3 ,9.6 ,0.95,10.2 , , , , , , , ,166
2010,Luke Scott,Orioles,.304,517,40.4 ,18.8 ,40.7 ,13.1 ,0.99,18.6 ,25.6 ,66.1 ,45.1 ,46.4 ,85.5 ,73.9 ,48.1 ,3469
2002,Bobby Kielty,Twins,.338,348,37.5 ,21.4 ,41.1 ,10.9 ,0.91,13.0 , , , , , , , ,736
2012,Melky Cabrera,Giants,.379,501,52.2 ,21.8 ,26.1 ,11.7 ,2.00,10.7 ,31.9 ,64.2 ,47.0 ,79.0 ,93.1 ,88.0 ,46.9 ,4022
2005,Jonny Gomes,Devil Rays,.352,407,28.3 ,23.3 ,48.3 ,11.2 ,0.59,18.1 , , , , , , , ,1845
2012,Josh Hamilton,Rangers,.320,636,37.7 ,21.3 ,41.1 ,4.2 ,0.92,25.6 ,42.3 ,82.1 ,57.3 ,49.4 ,77.5 ,64.6 ,37.6 ,1875
2002,Luis Gonzalez,Diamondbacks,.288,633,37.4 ,22.6 ,40.0 ,15.4 ,0.93,15.4 , , , , , , , ,55
2008,Ryan Spilborghs,Rockies,.354,275,55.4 ,21.0 ,23.6 ,6.5 ,2.35,13.0 ,20.1 ,63.4 ,43.1 ,63.6 ,84.6 ,80.0 ,53.2 ,4521
2008,Aubrey Huff,Orioles,.310,661,40.9 ,17.4 ,41.7 ,11.6 ,0.98,14.9 ,28.0 ,59.9 ,42.6 ,70.1 ,93.8 ,85.4 ,46.0 ,1213
2010,Aubrey Huff,Giants,.303,668,44.8 ,18.0 ,37.2 ,13.9 ,1.21,14.4 ,29.0 ,55.4 ,41.2 ,70.2 ,90.7 ,82.9 ,46.2 ,1213
2002,Ellis Burks,Indians,.327,570,47.0 ,20.9 ,32.1 ,9.8 ,1.46,24.2 , , , , , , , ,372
2007,Jeff Keppinger,Reds,.333,276,46.5 ,21.3 ,32.2 ,6.8 ,1.45,6.8 ,21.6 ,56.5 ,39.1 ,83.3 ,96.6 ,92.9 ,50.0 ,3856
2007,Aramis Ramirez,Cubs,.313,558,38.7 ,17.5 ,43.8 ,8.2 ,0.88,13.3 ,35.2 ,68.8 ,49.8 ,71.8 ,90.1 ,82.8 ,43.6 ,1002
2007,B.J. Upton,Devil Rays,.393,548,42.9 ,19.6 ,37.6 ,7.4 ,1.14,19.8 ,21.4 ,66.3 ,42.7 ,49.4 ,73.5 ,67.2 ,47.5 ,5015
2010,Shin-Soo Choo,Indians,.347,646,45.2 ,19.7 ,35.0 ,2.6 ,1.29,14.6 ,22.8 ,64.7 ,43.7 ,61.5 ,85.0 ,78.9 ,49.9 ,3174
2002,John Olerud,Mariners,.302,668,43.1 ,20.8 ,36.1 ,7.8 ,1.19,12.2 , , , , , , , ,1093
2005,Paul Konerko,White Sox,.287,664,33.0 ,24.9 ,42.0 ,11.7 ,0.79,20.3 , , , , , , , ,242
2010,Wilson Betemit,Royals,.361,315,40.4 ,14.8 ,44.8 ,8.8 ,0.90,14.3 ,28.7 ,56.6 ,42.1 ,62.9 ,85.1 ,77.2 ,48.1 ,1861
2008,Brian McCann,Braves,.306,573,36.8 ,20.4 ,42.8 ,10.5 ,0.86,12.0 ,27.0 ,66.8 ,45.8 ,72.9 ,92.0 ,86.0 ,47.1 ,4810
2008,Aramis Ramirez,Cubs,.303,645,31.3 ,20.4 ,48.3 ,9.8 ,0.65,12.0 ,27.9 ,67.5 ,46.4 ,66.2 ,88.3 ,81.2 ,46.8 ,1002
2006,Vladimir Guerrero,Angels,.327,665,44.2 ,18.6 ,37.2 ,11.4 ,1.19,16.3 , , , , , , , ,778
2003,Geoff Jenkins,Brewers,.339,554,41.6 ,25.4 ,33.0 ,4.9 ,1.26,23.0 , , , , , , , ,690
2003,Vernon Wells,Blue Jays,.318,735,38.6 ,21.6 ,39.8 ,18.7 ,0.97,13.7 , , , , , , , ,1326
2007,Hunter Pence,Astros,.377,484,49.0 ,19.4 ,31.6 ,9.6 ,1.55,14.9 ,30.1 ,69.2 ,49.9 ,68.0 ,80.3 ,76.7 ,50.5 ,8252
2006,Moises Alou,Giants,.277,378,40.3 ,20.1 ,39.6 ,5.6 ,1.02,17.5 , , , , , , , ,261
2011,Justin Upton,Diamondbacks,.319,674,36.9 ,18.2 ,44.8 ,15.8 ,0.82,14.8 ,27.1 ,68.1 ,46.6 ,50.3 ,85.2 ,74.5 ,47.4 ,5222
2005,Nick Johnson,Nationals,.329,547,43.8 ,21.1 ,35.1 ,8.6 ,1.25,11.7 , , , , , , , ,828
2005,Chad Tracy,Diamondbacks,.317,553,32.7 ,25.1 ,42.2 ,5.5 ,0.77,14.8 , , , , , , , ,1888
2004,Aaron Rowand,White Sox,.340,534,45.6 ,19.5 ,34.9 ,12.5 ,1.31,17.6 , , , , , , , ,254
2008,Ian Kinsler,Rangers,.334,583,32.4 ,24.2 ,43.3 ,7.7 ,0.75,9.2 ,25.4 ,64.3 ,45.2 ,72.3 ,93.6 ,87.8 ,51.1 ,6195
2009,Michael Young,Rangers,.351,593,45.1 ,22.4 ,32.5 ,2.0 ,1.39,14.9 ,29.4 ,63.3 ,46.4 ,69.0 ,86.4 ,80.9 ,50.0 ,1286
2007,Matt Kemp,Dodgers,.411,311,45.4 ,17.5 ,37.1 ,4.7 ,1.22,11.8 ,35.2 ,67.1 ,49.8 ,63.0 ,80.2 ,73.6 ,45.9 ,5631
2009,Jason Kubel,Twins,.327,578,38.7 ,19.6 ,41.6 ,5.8 ,0.93,16.3 ,26.9 ,59.6 ,43.3 ,59.7 ,85.1 ,77.2 ,50.0 ,2161
2009,Justin Upton,Diamondbacks,.360,588,45.5 ,18.9 ,35.7 ,14.5 ,1.28,18.8 ,25.4 ,66.7 ,44.9 ,53.8 ,81.9 ,73.5 ,47.2 ,5222
2009,Derek Jeter,Yankees,.368,716,57.0 ,20.3 ,22.7 ,0.8 ,2.51,14.6 ,22.9 ,67.3 ,45.5 ,66.7 ,91.1 ,85.0 ,50.9 ,826
2005,Ryan Howard,Phillies,.354,348,43.9 ,26.6 ,29.4 ,0.0 ,1.49,34.9 , , , , , , , ,2154
2003,Jeff Bagwell,Astros,.287,702,41.1 ,21.5 ,37.4 ,4.9 ,1.10,21.3 , , , , , , , ,547
2011,Paul Konerko,White Sox,.304,639,37.0 ,22.4 ,40.6 ,7.9 ,0.91,16.4 ,23.2 ,61.3 ,42.2 ,62.5 ,90.4 ,82.7 ,49.8 ,242
2009,Matt Diaz,Braves,.383,425,48.0 ,24.7 ,27.3 ,2.7 ,1.76,17.3 ,35.4 ,68.6 ,51.2 ,58.2 ,80.7 ,72.6 ,47.6 ,1771
2008,Adam Dunn,- - -,.258,651,36.0 ,17.9 ,46.1 ,5.5 ,0.78,24.2 ,20.3 ,61.5 ,38.4 ,47.1 ,82.7 ,72.1 ,43.9 ,319
2009,Shin-Soo Choo,Indians,.370,685,42.3 ,21.6 ,36.1 ,3.8 ,1.17,12.7 ,22.4 ,64.3 ,43.9 ,58.7 ,81.3 ,75.7 ,51.3 ,3174
2005,Pat Burrell,Phillies,.336,669,31.0 ,24.1 ,45.0 ,8.7 ,0.69,17.5 , , , , , , , ,949
2008,Jason Bay,- - -,.321,670,37.5 ,16.5 ,46.0 ,7.8 ,0.82,15.0 ,21.2 ,56.6 ,38.7 ,57.4 ,85.0 ,77.3 ,49.3 ,1717
2004,Eric Chavez,Athletics,.291,577,40.5 ,18.2 ,41.3 ,12.1 ,0.98,18.5 , , , , , , , ,906
2007,Lance Berkman,Astros,.300,668,44.4 ,17.9 ,37.6 ,14.5 ,1.18,20.5 ,27.5 ,70.6 ,46.8 ,54.8 ,85.0 ,75.2 ,44.8 ,548
2011,Albert Pujols,Cardinals,.277,651,44.7 ,17.0 ,38.3 ,10.4 ,1.17,18.3 ,28.4 ,61.4 ,43.9 ,74.5 ,92.8 ,86.5 ,46.8 ,1177
2007,Aaron Rowand,Phillies,.345,684,42.7 ,19.8 ,37.5 ,8.1 ,1.14,14.5 ,35.8 ,67.7 ,50.0 ,52.4 ,84.8 ,72.0 ,44.6 ,254
2012,Aramis Ramirez,Brewers,.310,630,38.6 ,18.9 ,42.5 ,9.6 ,0.91,12.9 ,33.3 ,71.0 ,51.8 ,63.7 ,89.0 ,80.7 ,49.0 ,1002
